Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
11487807,"Throne of the Crescent Moon (The Crescent Moon Kingdoms, #1)",Saladin Ahmed,"Ahmed, Saladin",,"=""0756407117""","=""9780756407117""",2,3.63,DAW,Hardcover,274,2012,2012,,2013/10/14,,,read,,,,,,,0,,,,,
2412562,The Alchemy of Stone,Ekaterina Sedia,"Sedia, Ekaterina",,"=""0809572842""","=""9780809572847""",3,3.66,Prime Books,Paperback,301,2008,2008,,2013/10/13,,,read,,,,,,,0,,,,,
9736930,Before I Go to Sleep,S.J. Watson,"Watson, S.J.",,"=""0062060554""","=""9780062060556""",2,3.87,HarperCollins Publishers,Hardcover,359,2011,2011,,2013/10/13,,,read,,,,,,,0,,,,,
13033939,"vN (The Machine Dynasty, #1)",Madeline Ashby,"Ashby, Madeline",,"=""0857662627""","=""9780857662620""",1,3.43,Angry Robot,Paperback,416,2012,2012,,2013/10/13,,,read,,,,,,,0,,,,,
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",2,3.96,William Morrow,Hardcover,1044,2011,2011,,2013/10/13,,,read,,,,,,,0,,,,,
9969571,Ready Player One,Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",5,4.31,Crown Publishers,Hardcover,374,2011,2011,,2013/10/13,,,read,,,,,,,0,,,,,
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""0316204277""","=""9780316204279""",4,3.90,"Little, Brown and Company",Hardcover,330,2012,2012,,2013/10/13,,,read,,,,,,,0,,,,,
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",,"=""0553804693""","=""9780553804690""",2,4.23,Del Rey,Hardcover,650,2013,2013,,2013/10/13,,,read,,,,,,,0,,,,,
16156292,"Blood of Tyrants (Temeraire, #8)",Naomi Novik,"Novik, Naomi",,"=""0345522893""","=""9780345522894""",3,3.94,Del Rey,Hardcover,432,2013,2013,,2013/10/13,,,read,,,,,,,0,,,,,
4965,Year of Wonders,Geraldine Brooks,"Brooks, Geraldine",,"=""0142001430""","=""9780142001431""",2,4.00,Penguin,Paperback,308,2002,2001,,2013/06/24,,,read,,,,,,,0,,,,,
57854,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe","=""0679776192""","=""9780679776192""",0,4.31,Vintage/Random House (NY),Paperback,184,1997,-300,,2013/06/23,,,read,,,,,,,0,,,,,
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",2,3.94,Anchor,Paperback,207,1997,1996,,2013/06/23,,,read,,,,,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",3,3.95,Knopf,Hardcover,241,2006,2006,,2013/06/23,,,read,,,,,,,0,,,,,
7005509,The Map of True Places,Brunonia Barry,"Barry, Brunonia",,"=""0061624780""","=""9780061624780""",2,3.65,William Morrow,Hardcover,416,2010,2010,,2013/06/23,,,read,,,,,,,0,,,,,
28676,American Psycho,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0679735771""","=""9780679735779""",5,3.81,Vintage Contemporaries / Random House,Paperback,399,1991,1991,,2013/04/21,,,read,,,,,,,0,,,,,
887877,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,"Lynch, Scott",,"=""0553804685""","=""9780553804683""",3,4.23,Bantam Spectra,Hardcover,558,2007,2007,,2013/04/21,,,read,,,,,,,0,,,,,
897461,Islandia,Austin Tappan Wright,"Wright, Austin Tappan",,"=""1585678252""","=""9781585678259""",0,4.33,Overlook Press,Paperback,1040,2006,1942,,2013/04/21,to-read,to-read (#9),to-read,,,,,,,0,,,,,
40223,Kushiel's Avatar (Phèdre's Trilogy #3),Jacqueline Carey,"Carey, Jacqueline",,"=""1405034149""","=""9781405034142""",4,4.37,Tor,Paperback,702,2004,2003,,2013/04/11,,,read,,,,,,,0,,,,,
3754026,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,"Weeks, Brent",,"=""0316033669""","=""9780316033664""",1,4.29,Orbit,Mass Market Paperback,689,2008,2008,,2013/04/11,,,read,,,,,,,0,,,,,
3754016,"Shadow's Edge (Night Angel, #2)",Brent Weeks,"Weeks, Brent",,"=""0316033650""","=""9780316033657""",1,4.27,Orbit,Mass Market Paperback,636,2008,2008,,2013/04/11,,,read,,,,,,,0,,,,,
62485,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,"Salvatore, R.A.",,"=""078691811X""","=""9780786918119""",3,4.28,Hasbro/Wizards of the Coast,Paperback,1040,2001,2000,,2013/04/11,,,read,,,,,,,0,,,,,
61942,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey,"McCaffrey, Anne",,"=""0785729194""","=""9780785729198""",0,4.21,Turtleback Books,Hardcover,832,1988,1968,,2013/04/11,to-read,to-read (#8),to-read,,,,,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",0,3.99,Bantam Spectra,Paperback,183,2004,1968,,2013/04/11,to-read,to-read (#7),to-read,,,,,,,0,,,,,
18116,His Dark Materials (His Dark Materials #1-3),Philip Pullman,"Pullman, Philip",,"=""0440238609""","=""9780440238607""",5,4.25,Yearling,Paperback,1088,2003,2000,,2013/04/11,,,read,,,,,,,0,,,,,
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",5,4.24,HarperCollins,Paperback,767,2002,1956,,2013/04/11,,,read,,,,,,,0,,,,,
862041,"Harry Potter Boxset (Harry Potter, #1-7)",J.K. Rowling,"Rowling, J.K.",,"=""0545044251""","=""9780545044257""",4,4.74,Arthur A. Levine Books,Hardcover,4100,2007,1998,,2013/04/11,,,read,,,,,,,0,,,,,
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345538374""","=""9780345538376""",5,4.59,Ballantine Books,Mass Market Paperback,1728,2012,1973,,2013/04/11,,,read,,,,,,,0,,,,,
263111,"Dorsai! (Childe Cycle, #1)",Gordon R. Dickson,"Dickson, Gordon R.",,"=""0812503988""","=""9780812503982""",3,4.00,Tor Books,Mass Market Paperback,280,1993,1960,,2013/04/11,,,read,,,,,,,0,,,,,
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""0553804677""","=""9780553804676""",3,4.30,Bantam Spectra,Hardcover,499,2006,2006,,2013/04/11,,,read,,,,,,,0,,,,,
47624,"Lirael (Abhorsen, #2)",Garth Nix,"Nix, Garth",,"=""0060590165""","=""9780060590161""",4,4.29,HarperColl,Paperback,464,2015,2001,,2013/02/28,,,read,,,,,,,0,,,,,
334643,"Abhorsen (Abhorsen, #3)",Garth Nix,"Nix, Garth",,"=""0060278250""","=""9780060278250""",3,4.29,HarperTeen,Hardcover,358,2002,2003,,2013/02/28,,,read,,,,,,,0,,,,,
671560,"The Bone Doll's Twin (The Tamír Triad, #1)",Lynn Flewelling,"Flewelling, Lynn",,"=""0553577239""","=""9780553577235""",4,4.05,Bantam Spectra,Mass Market Paperback,524,2009,2001,,2013/02/26,,,read,,,,,,,0,,,,,
195381,The Perilous Gard,Elizabeth Marie Pope,"Pope, Elizabeth Marie",Richard Cuffari,"=""0618150730""","=""9780618150731""",0,4.09,Houghton Mifflin,Paperback,280,2001,1974,,2013/02/17,to-read,to-read (#5),to-read,,,,,,,0,,,,,
295169,"The Wind Singer (Wind on Fire, #1)",William Nicholson,"Nicholson, William",Peter Sís,"=""0786814179""","=""9780786814176""",0,3.84,Disney-Hyperion,Paperback,486,2002,2000,,2013/02/17,to-read,to-read (#6),to-read,,,,,,,0,,,,,
228665,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",5,4.18,Tor Books,Mass Market Paperback,814,1990,1990,,2013/02/10,,,read,,,,,,,0,,,,,
420496,"A Knight of the Word (Word & Void, #2)",Terry Brooks,"Brooks, Terry",,"=""0345424646""","=""9780345424648""",3,4.04,Del Rey,Mass Market Paperback,386,1999,1998,,2013/02/10,,,read,,,,,,,0,,,,,
15558,"Angel Fire East (Word & Void, #3)",Terry Brooks,"Brooks, Terry",,"=""1857239709""","=""9781857239706""",3,4.09,Orbit,Hardcover,440,1999,1999,,2013/02/10,,,read,,,,,,,0,,,,,
187124,"Running with the Demon (Word & Void, #1)",Terry Brooks,"Brooks, Terry",,"=""0345379624""","=""9780345379627""",4,3.95,Del Rey Books,Hardcover,420,1997,1997,,2013/02/10,,,read,,,,,,,0,,,,,
202039,"King's Dragon (Crown of Stars, #1)",Kate Elliott,"Elliott, Kate",,"=""0886777712""","=""9780886777715""",4,3.78,DAW Books,Paperback,623,1998,1997,,2013/02/10,,,read,,,,,,,0,,,,,
19668,"Without Remorse (Jack Ryan Universe, #1)",Tom Clancy,"Clancy, Tom",,"=""0425143325""","=""9780425143322""",3,4.16,Berkley,Mass Market Paperback,750,1994,1993,,2013/02/10,,,read,,,,,,,0,,,,,
382549,"The Cardinal of the Kremlin (Jack Ryan Universe, #5)",Tom Clancy,"Clancy, Tom",,"=""0425116840""","=""9780425116845""",2,4.01,Berkley,Mass Market Paperback,547,1989,1988,,2013/02/10,,,read,,,,,,,0,,,,,
5720,"Rainbow Six (Jack Ryan Universe, #10)",Tom Clancy,"Clancy, Tom",,"=""0425170349""","=""9780425170342""",3,4.06,Berkley Books,Mass Market Paperback,897,1999,1998,,2013/02/10,,,read,,,,,,,0,,,,,
318525,Red Storm Rising,Tom Clancy,"Clancy, Tom",,"=""0394298667""","=""9780394298665""",3,4.13,Random House Audio,Audio Cassette,,1988,1986,,2013/02/10,,,read,,,,,,,0,,,,,
19691,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,"Clancy, Tom",,"=""0425172902""","=""9780425172902""",3,4.01,Berkley Trade,Paperback,432,1999,1984,,2013/02/10,,,read,,,,,,,0,,,,,
922617,The Trust: The Private and Powerful Family Behind the New York Times,Susan E. Tifft,"Tifft, Susan E.",Alex S. Jones,"=""0316845469""","=""9780316845465""",1,3.94,Little Brown & Co (T),Hardcover,870,1999,1999,,2013/02/10,,,read,,,,,,,0,,,,,
10692,The Historian,Elizabeth Kostova,"Kostova, Elizabeth",,"=""0751537284""","=""9780751537284""",5,3.77,Time Warner Books,Paperback,704,2005,2005,,2013/02/10,,,read,,,,,,,0,,,,,
12232938,The Lovely Bones,Alice Sebold,"Sebold, Alice",,"=""0316166685""","=""9780316166683""",4,3.77,"Little, Brown and Company",Mass Market Paperback,328,2006,2002,,2013/02/10,,,read,,,,,,,0,,,,,
7061,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""1400034779""","=""9781400034772""",4,3.75,Anchor,Paperback,235,2003,1998,,2013/02/10,,,read,,,,,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",1,4.30,Scholastic Press,Hardcover,391,2009,2009,,2013/02/10,,,read,,,,,,,0,,,,,
6892870,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""030726999X""","=""9780307269997""",2,4.20,Knopf,Hardcover,563,2010,2007,,2013/02/10,,,read,,,,,,,0,,,,,
5060378,"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269981""","=""9780307269980""",2,4.22,Alfred A. Knopf,Mass Market Paperback,752,2009,2006,,2013/02/10,,,read,,,,,,,0,,,,,
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0307269752""","=""9780307269751""",2,4.11,Knopf,Hardcover,465,2008,2005,,2013/02/10,,,read,,,,,,,0,,,,,
514313,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben Mezrich,"Mezrich, Ben",,"=""0743225708""","=""9780743225700""",2,3.87,Free Press,Hardcover,272,2002,2002,,2013/02/10,,,read,,,,,,,0,,,,,
76688,Robots and Empire (Robot #4),Isaac Asimov,"Asimov, Isaac",,"=""0586062009""","=""9780586062005""",2,4.17,Voyager,Paperback,512,1996,1985,,2013/02/10,,,read,,,,,,,0,,,,,
41810,The Robots of Dawn (Robot #3),Isaac Asimov,"Asimov, Isaac",,"=""0553299492""","=""9780553299496""",3,4.12,Spectra,Paperback,435,1994,1983,,2013/02/10,,,read,,,,,,,0,,,,,
30016,The Naked Sun (Robot #2),Isaac Asimov,"Asimov, Isaac",,"=""0586010165""","=""9780586010167""",4,4.12,Panther / Granada,Mass Market Paperback,208,1996,1957,,2013/02/10,,,read,,,,,,,0,,,,,
76679,Forward the Foundation (Foundation: Prequel #2),Isaac Asimov,"Asimov, Isaac",,"=""0553565079""","=""9780553565072""",1,4.12,Bantam/Spectra,Paperback,464,1994,1993,,2013/02/10,,,read,,,,,,,0,,,,,
30013,Prelude to Foundation,Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",1,4.04,Voyager,Paperback,464,1994,1988,,2013/02/10,,,read,,,,,,,0,,,,,
29582,Foundation and Earth (Foundation #5),Isaac Asimov,"Asimov, Isaac",,"=""0553587579""","=""9780553587579""",2,4.02,Spectra,Paperback,528,2004,1986,,2013/02/10,,,read,,,,,,,0,,,,,
76683,Foundation's Edge (Foundation #4),Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",2,4.08,Bantam/Spectra,Paperback,450,2010,1982,,2013/02/10,,,read,,,,,,,0,,,,,
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,"=""0586008357""","=""9780586008355""",4,4.14,Voyager,Mass Market Paperback,206,1997,1954,,2013/02/10,,,read,,,,,,,0,,,,,
29580,Second Foundation (Foundation #3),Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",2,4.23,Bantam Spectra,Hardcover,256,2004,1953,,2013/02/10,,,read,,,,,,,0,,,,,
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",2,4.20,Spectra Books,Hardcover,256,2004,1952,,2013/02/10,,,read,,,,,,,0,,,,,
41804,"I, Robot (Robot #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",3,4.17,Spectra,Hardcover,225,2004,1950,,2013/02/10,,,read,,,,,,,0,,,,,
763594,The Gemini Contenders,Robert Ludlum,"Ludlum, Robert",,"=""0553282093""","=""9780553282092""",4,3.87,Bantam,Paperback,411,1989,1976,,2013/02/10,,,read,,,,,,,0,,,,,
99894,The Boys from Brazil,Ira Levin,"Levin, Ira",,"=""0394402677""","=""9780394402673""",4,4.05,Random House ,Hardcover,312,1976,1976,,2013/02/10,,,read,,,,,,,0,,,,,
357,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",Douglas Adams,"Adams, Douglas",,"=""0671742515""","=""9780671742515""",2,4.05,Pocket Books,Mass Market Paperback,307,1991,1988,,2013/02/10,,,read,,,,,,,0,,,,,
13,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1-5),Douglas Adams,"Adams, Douglas",,"=""0345453743""","=""9780345453747""",3,4.37,Del Rey Books,Paperback,815,2002,1996,,2013/02/10,,,read,,,,,,,0,,,,,
17245,Dracula,Bram Stoker,"Stoker, Bram","Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",5,3.98,W.W. Norton & Company,Paperback,488,1986,1897,,2013/02/10,,,read,,,,,,,0,,,,,
1825589,Tengu,Graham Masterton,"Masterton, Graham",,"=""8371501218""","=""""",1,3.60,Zysk i S-ka,,335,1996,1983,,2013/02/10,,,read,,,,,,,0,,,,,
293101,The Amityville Horror,Jay Anson,"Anson, Jay",,"=""0553116606""","=""9780553116601""",4,3.82,Bantam Books,Mass Market Paperback,315,1978,1977,,2013/02/10,,,read,,,,,,,0,,,,,
77206,"Eight Skilled Gentlemen (The Chronicles of Master Li and Number Ten Ox, #3)",Barry Hughart,"Hughart, Barry",,"=""0385417101""","=""9780385417105""",4,4.03,Broadway Books,Paperback,264,1990,1990,,2013/02/10,,,read,,,,,,,0,,,,,
77207,"The Story of the Stone (The Chronicles of Master Li and Number Ten Ox, #2)",Barry Hughart,"Hughart, Barry",,"=""0553282786""","=""9780553282788""",5,4.13,Bantam,Mass Market Paperback,289,1989,1988,,2013/02/10,,,read,,,,,,,0,,,,,
3664585,Annals of the Time Patrol,Poul Anderson,"Anderson, Poul",,"=""""","=""""",4,3.66,"SFBC/Nelson Doubleday, Inc.",hardcover,312,1983,1983,,2013/02/10,,,read,,,,,,,0,,,,,
261499,Time Patrol (Time Patrol #1-4 + 6 omnibus),Poul Anderson,"Anderson, Poul",,"=""1416509356""","=""9781416509356""",5,3.74,Baen,Paperback,765,2006,1955,,2013/02/10,,,read,,,,,,,0,,,,,
10790819,Domestic Violets,Matthew Norman,"Norman, Matthew",,"=""0062065114""","=""9780062065117""",0,3.87,Harper Perennial,Paperback,329,2011,2011,,2013/02/10,to-read,to-read (#4),to-read,,,,,,,0,,,,,
95230,The Colony of Unrequited Dreams,Wayne Johnston,"Johnston, Wayne",,"=""0385495439""","=""9780385495431""",3,3.92,Anchor,Paperback,592,2000,1998,,2013/02/10,,,read,,,,,,,0,,,,,
315340,The Tenderness of Wolves,Stef Penney,"Penney, Stef",,"=""1416540741""","=""9781416540748""",1,3.74,Simon & Schuster,Hardcover,384,2007,2006,,2013/02/10,,,read,,,,,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",5,4.36,Knopf Books for Young Readers,Hardcover,552,2006,2005,,2013/02/10,,,read,,,,,,,0,,,,,
9850443,The Sisters Brothers,Patrick deWitt,"deWitt, Patrick",Marcelo Barbão,"=""0062041266""","=""9780062041265""",1,3.83,Ecco,Hardcover,328,2011,2011,,2013/02/10,,,read,,,,,,,0,,,,,
22628,The Perks of Being a Wallflower,Stephen Chbosky,"Chbosky, Stephen",,"=""0671027344""","=""9780671027346""",4,4.21,MTV Books and Pocket Books,Paperback,213,1999,1999,,2013/02/10,,,read,,,,,,,0,,,,,
8442457,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0297859382""","=""9780297859383""",1,4.03,Weidenfeld & Nicolson,Hardcover,399,2012,2012,,2013/02/10,,,read,,,,,,,0,,,,,
1375179,The Quiet War (The Quiet War #1),Paul McAuley,"McAuley, Paul",,"=""0575079339""","=""9780575079335""",2,3.60,Gollancz,Paperback,439,2008,2008,,2013/02/10,,,read,,,,,,,0,,,,,
369669,The Tale of Murasaki,Liza Dalby,"Dalby, Liza",,"=""0385497954""","=""9780385497954""",0,3.83,Anchor,Paperback,426,2001,2000,,2013/02/10,to-read,to-read (#3),to-read,,,,,,,0,,,,,
302702,Mirrorshades: The Cyberpunk Anthology,Bruce Sterling,"Sterling, Bruce","William Gibson, Paul Di Filippo, Lewis Shiner, Tom Maddox, Pat Cadigan, Rudy Rucker, Marc Laidlaw, James Patrick Kelly, Greg Bear, John Shirley","=""0441533825""","=""9780441533824""",0,3.95,Ace,Paperback,239,1988,1986,,2013/02/10,to-read,to-read (#2),to-read,,,,,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",3,4.19,Orbit,Paperback,561,2011,2011,,2013/02/10,,,read,,,,,,,0,,,,,
518848,"Sabriel (Abhorsen,  #1)",Garth Nix,"Nix, Garth",,"=""0064471837""","=""9780064471831""",5,4.17,Harper Collins,Mass Market Paperback,491,1996,1995,,2013/02/10,,,read,,,,,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Celâl Üster","=""0451524934""","=""9780451524935""",0,4.14,New American Library,Mass Market Paperback,328,1950,1949,,2013/02/10,,,read,,,,,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""0439554934""","=""9780439554930""",5,4.44,Scholastic Inc,Hardcover,320,1997,1997,,2013/02/10,,,read,,,,,,,0,,,,,
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",2,3.64,Penguin Books ,Paperback,182,1999,1954,,2013/02/10,,,read,,,,,,,0,,,,,
5907,The Hobbit,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618260307""","=""9780618260300""",3,4.24,Houghton Mifflin,Paperback,366,2002,1937,,2013/02/10,,,read,,,,,,,0,,,,,
960,"Angels & Demons  (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",3,3.85,Pocket Books,Mass Market Paperback,713,2006,2000,,2013/02/10,,,read,,,,,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618346252""","=""9780618346257""",4,4.33,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2013/02/10,,,read,,,,,,,0,,,,,
100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0060764899""","=""9780060764890""",4,4.19,HarperCollins Publishers,Paperback,206,2005,1950,,2013/02/10,,,read,,,,,,,0,,,,,
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, E.V. Rieu, Bernard Knox","=""0143039954""","=""9780143039952""",3,3.72,Penguin Classics,Paperback,541,2006,-800,,2013/02/10,,,read,,,,,,,0,,,,,
15177,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",Barry Hughart,"Hughart, Barry",,"=""0345321383""","=""9780345321381""",5,4.30,Del Rey,Paperback,278,1985,1984,2017/03/16,2013/02/10,"fivers, sff","fivers (#3), sff (#3)",read,,,,2,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",,"=""0525478817""","=""9780525478812""",5,4.27,Dutton Books,Hardcover,313,2012,2012,,2013/02/07,fivers,fivers (#2),read,,,,,,,0,,,,,
42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,"Giffin, Emily",,"=""031232118X""","=""9780312321185""",3,3.83,St. Martin's Press,Hardcover,322,2004,2004,,2013/02/07,,,read,,,,,,,0,,,,,
10882,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,"Thompson, Hunter S.",,"=""222109073X""","=""9782221090732""",4,4.00,Robert Laffont,,295,2000,1966,,2013/02/02,,,read,,,,,,,0,,,,,
6437061,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043915""","=""9780316043915""",2,3.80,Hachette Book Group Orbit,Paperback,427,2010,2010,,2013/01/31,,,read,,,,,,,0,,,,,
4395,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""0142000663""","=""9780142000663""",3,3.92,Penguin Books,Paperback,455,2002,1939,,2013/01/31,,,read,,,,,,,0,,,,,
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",3,4.34,Penguin Books,Paperback,601,2002,1952,,2013/01/31,,,read,,,,,,,0,,,,,
53764,The Great Dune Trilogy  ,Frank Herbert,"Herbert, Frank",,"=""0575070706""","=""9780575070707""",3,4.35,Gollancz,Paperback,910,2005,1977,,2013/01/31,,,read,,,,,,,0,,,,,
944076,Last Argument of Kings (The First Law #3),Joe Abercrombie,"Abercrombie, Joe",,"=""0575077905""","=""9780575077904""",1,4.26,Gollancz,Trade Paperback,536,2008,2008,,2013/01/31,,,read,,,,,,,0,,,,,
902715,Before They Are Hanged (The First Law #2),Joe Abercrombie,"Abercrombie, Joe",,"=""0575077883""","=""9780575077881""",1,4.27,Gollancz,Trade Paperback,441,2007,2007,,2013/01/31,,,read,,,,,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""076531178X""","=""9780765311788""",1,4.43,Tor Books,Hardcover,541,2006,2006,,2013/01/31,,,read,,,,,,,0,,,,,
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",1,4.35,Tor Books,Hardcover,590,2007,2007,,2013/01/31,,,read,,,,,,,0,,,,,
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",1,4.46,Tor Books,Hardcover,572,2008,2008,,2013/01/31,,,read,,,,,,,0,,,,,
7332,The Silmarillion (Middle-Earth Universe),J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith","=""0618391118""","=""9780618391110""",5,3.87,Houghton Mifflin Harcourt,Hardcover,386,2004,1977,,2013/01/31,,,read,,,,,,,0,,,,,
2248573,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,"Paolini, Christopher",,"=""0375826726""","=""9780375826726""",2,4.03,Alfred A. Knopf,Hardcover,748,2008,2008,,2013/01/31,,,read,,,,,,,0,,,,,
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,"Paolini, Christopher",,"=""0375856110""","=""9780375856112""",1,4.08,Alfred A. Knopf,Hardcover,849,2011,2011,,2013/01/31,,,read,,,,,,,0,,,,,
45978,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,"Paolini, Christopher",,"=""0375840400""","=""9780375840401""",2,3.96,Knopf Books for Young Readers,Paperback,704,2007,2005,,2013/01/31,,,read,,,,,,,0,,,,,
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",3,3.85,Knopf Books for Young Readers,Paperback,503,2005,2002,,2013/01/31,,,read,,,,,,,0,,,,,
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,"Krakauer, Jon",,"=""0330419129""","=""9780330419123""",4,3.98,Pan MacMillan,Paperback,372,2004,2003,,2013/01/31,,,read,,,,,,,0,,,,,
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""0385494785""","=""9780385494786""",4,4.11,Anchor,Paperback,337,1999,1997,,2013/01/31,,,read,,,,,,,0,,,,,
13588432,The Generals: American Military Command from World War II to Today,Thomas E. Ricks,"Ricks, Thomas E.",,"=""1594204047""","=""9781594204043""",4,4.05,Penguin Press,Hardcover,576,2012,2012,,2013/01/28,,,read,,,,,,,0,,,,,
33356,Jennifer Government,Max Barry,"Barry, Max",,"=""0349117624""","=""9780349117621""",2,3.65,Abacus ,Paperback,352,2004,2002,,2013/01/28,,,read,,,,,,,0,,,,,
38401,Company (Vintage Contemporaries),Max Barry,"Barry, Max",,"=""1400079373""","=""9781400079377""",2,3.73,Vintage,Paperback,338,2007,2006,,2013/01/28,,,read,,,,,,,0,,,,,
