Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
13019714,"Last Watch, the Day Watch, the Twilight Watch, the Night Watch",Sergei Lukyanenko,"Lukyanenko, Sergei",,"=""1780812930""","=""9781780812939""",4,4.24,Books Events - Special Repackaged Edition,Paperback,,2011,2006,,2013/01/28,,,read,,,,,,,0,,,,,
41315,Syrup,Max Barry,"Barry, Max",,"=""0140291873""","=""9780140291872""",5,3.89,New York : Penguin Books,Paperback,294,2000,1999,,2013/01/28,fivers,fivers (#4),read,,,,,,,0,,,,,
13414492,Flour Water Salt Yeast: The Fundamentals of Artisan Bread and Pizza,Ken Forkish,"Forkish, Ken",,"=""160774273X""","=""9781607742739""",2,4.44,Ten Speed Press,Hardcover,272,2012,2012,,2013/01/28,,,read,,,,,,,0,,,,,
6080337,"The Year of the Flood  (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,"=""0385528779""","=""9780385528771""",3,4.05,Doubleday Nan A. Talese,Hardcover,431,2009,2009,,2013/01/28,,,read,,,,,,,0,,,,,
38447,The Handmaid's Tale,Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",2,4.06,Anchor Books,Kindle Edition,311,1998,1985,,2013/01/28,,,read,,,,,,,0,,,,,
10079321,"The Magician King (The Magicians, #2)",Lev Grossman,"Grossman, Lev",,"=""043402080X""","=""9780434020805""",5,3.90,William Heinemann,Paperback,400,2011,2011,,2013/01/28,,,read,,,,,,,0,,,,,
6101718,The Magicians (The Magicians #1),Lev Grossman,"Grossman, Lev",,"=""0670020559""","=""9780670020553""",5,3.47,Viking,Hardcover,402,2009,2009,,2013/01/28,,,read,,,,,,,0,,,,,
101343,"Hershey: Milton S. Hershey's Extraordinary Life of Wealth, Empire, and Utopian Dreams",Michael D'Antonio,"D'Antonio, Michael",,"=""074326410X""","=""9780743264105""",2,3.73,Simon & Schuster,Paperback,320,2007,2006,,2013/01/28,,,read,,,,,,,0,,,,,
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",5,3.84,Picador,Paperback,247,2006,2004,,2013/01/28,fivers,fivers (#8),read,,,,,,,0,,,,,
77142,Snow Falling on Cedars,David Guterson,"Guterson, David",,"=""067976402X""","=""9780679764021""",4,3.80,Vintage,Paperback,460,1995,1994,,2013/01/28,,,read,,,,,,,0,,,,,
930,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""0739326228""","=""9780739326220""",5,4.08,Random House Large Print Publishing,Hardcover,434,2005,1997,,2013/01/28,,,read,,,,,,,0,,,,,
6881685,"Bitter Seeds (The Milkweed Triptych, #1)",Ian Tregillis,"Tregillis, Ian",,"=""0765321505""","=""9780765321503""",2,3.74,Tor Books,Hardcover,352,2010,2010,,2012/12/04,,,read,,,,,,,0,,,,,
23754,Preludes & Nocturnes (The Sandman #1),Neil Gaiman,"Gaiman, Neil","Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger","=""1563892278""","=""9781563892271""",5,4.31,Vertigo,Hardcover,240,1998,1989,,2012/12/04,,,read,,,,,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",4,4.07,Harper Perennial,Paperback,266,2006,1999,,2012/12/04,,,read,,,,,,,0,,,,,
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0747263744""","=""9780747263746""",2,4.11,Headline Review,Paperback,635,2005,2001,,2012/12/04,,,read,,,,,,,0,,,,,
267022,"The Risen Empire (Succession, #1)",Scott Westerfeld,"Westerfeld, Scott",,"=""0765305550""","=""9780765305558""",4,3.88,Tor Books,Hardcover,304,2003,2003,,2012/12/04,,,read,,,,,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",5,3.93,Alfred A. Knopf,Hardcover,399,1996,1995,,2012/12/04,,,read,,,,,,,0,,,,,
8088,Sunshine,Robin McKinley,"McKinley, Robin",,"=""0515138819""","=""9780515138818""",1,3.85,Jove,Mass Market Paperback,405,2004,2003,,2012/12/04,,,read,,,,,,,0,,,,,
407813,"The Blue Sword (Damar, #1)",Robin McKinley,"McKinley, Robin",,"=""0441068804""","=""9780441068807""",4,4.23,Ace,Paperback,256,1987,1982,,2012/12/04,,,read,,,,,,,0,,,,,
1052659,Stone Garden,Molly Moynahan,"Moynahan, Molly",,"=""0060544279""","=""9780060544270""",1,3.62,William Morrow Paperbacks,Paperback,304,2004,2003,,2012/12/04,,,read,,,,,,,0,,,,,
2136,Specimen Days,Michael Cunningham,"Cunningham, Michael",,"=""0312425023""","=""9780312425029""",1,3.57,Picador,Paperback,336,2006,2005,,2012/12/04,,,read,,,,,,,0,,,,,
5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,"Weisberger, Lauren",,"=""0307275558""","=""9780307275554""",3,3.70,Anchor Books,Paperback,432,2006,2003,,2012/12/04,,,read,,,,,,,0,,,,,
9844,Prep,Curtis Sittenfeld,"Sittenfeld, Curtis",,"=""081297235X""","=""9780812972351""",3,3.36,Random House Trade Paperbacks,Paperback,420,2005,2005,,2012/12/04,,,read,,,,,,,0,,,,,
219205,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,"Donaldson, Stephen R.",,"=""0345348656""","=""9780345348654""",4,3.71,Del Rey / Ballantine,Mass Market Paperback,480,1989,1977,,2012/12/04,,,read,,,,,,,0,,,,,
13497991,The Hydrogen Sonata (Culture #10),Iain M. Banks,"Banks, Iain M.",,"=""0356501507""","=""9780356501505""",2,4.14,Orbit,Hardcover,517,2012,2012,,2012/12/04,,,read,,,,,,,0,,,,,
12017,"Inversions (Culture, #6)",Iain M. Banks,"Banks, Iain M.",,"=""074341196X""","=""9780743411967""",2,3.89,Pocket Books,Paperback,343,2001,1998,,2012/12/04,,,read,,,,,,,0,,,,,
12013,"Excession (Culture, #5)",Iain M. Banks,"Banks, Iain M.",,"=""0553575376""","=""9780553575378""",1,4.19,Bantam Spectra (NY),Mass Market Paperback,499,1998,1996,,2012/12/04,,,read,,,,,,,0,,,,,
7937744,Surface Detail (Culture #9),Iain M. Banks,"Banks, Iain M.",,"=""0316123404""","=""9780316123402""",1,4.21,Orbit/Hachette Book Group (NYC),Hardcover,627,2010,2010,,2012/12/04,,,read,,,,,,,0,,,,,
6436659,Transition,Iain M. Banks,"Banks, Iain M.",,"=""0316071986""","=""9780316071987""",1,3.85,Orbit,Hardcover,404,2009,2009,,2012/12/04,,,read,,,,,,,0,,,,,
10996342,The Art of Fielding,Chad Harbach,"Harbach, Chad",,"=""0316126691""","=""9780316126694""",5,3.99,"Little, Brown and Company",Hardcover,512,2011,2011,,2012/12/04,,,read,,,,,,,0,,,,,
7886338,The Lifecycle of Software Objects,Ted Chiang,"Chiang, Ted",,"=""1596063173""","=""9781596063174""",0,3.91,Subterranean,Hardcover,150,2010,2010,,2012/12/04,,,read,,,,,,,0,,,,,
1137215,"Boneshaker (The Clockwork Century, #1)",Cherie Priest,"Priest, Cherie",,"=""0765318415""","=""9780765318411""",2,3.50,Tor Books,Paperback,416,2009,2009,,2012/12/04,,,read,,,,,,,0,,,,,
3973532,Palimpsest,Catherynne M. Valente,"Valente, Catherynne M.",,"=""0553385763""","=""9780553385762""",0,3.66,Spectra,Paperback,367,2009,2009,,2012/12/04,to-read,to-read (#1),to-read,,,,,,,0,,,,,
295803,The Face in the Frost,John Bellairs,"Bellairs, John",,"=""158754105X""","=""9781587541056""",4,3.92,Olmstead Press,Hardcover,176,2000,1969,,2012/12/04,,,read,,,,,,,0,,,,,
60211,The Shadow of the Torturer (The Book of the New Sun #1),Gene Wolfe,"Wolfe, Gene",,"=""0671540661""","=""9780671540661""",3,3.80,Pocket Books,Paperback,262,1984,1980,,2012/06/27,,,read,,,,,,,0,,,,,
2723,The Years of Rice and Salt,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0553580078""","=""9780553580075""",2,3.72,Bantam Books,Mass Market Paperback,763,2003,2002,,2012/06/27,,,read,,,,,,,0,,,,,
160149,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,"Lovecraft, H.P.",S.T. Joshi,"=""0141182342""","=""9780141182346""",4,4.25,Penguin Classics,Paperback,420,1999,1926,,2012/06/27,,,read,,,,,,,0,,,,,
13055592,Redshirts,John Scalzi,"Scalzi, John",,"=""0765316994""","=""9780765316998""",3,3.83,Tor Books,Hardcover,320,2012,2012,,2012/06/27,,,read,,,,,,,0,,,,,
270490,"In the Garden of Iden (The Company, #1)",Kage Baker,"Baker, Kage",,"=""0765314576""","=""9780765314574""",2,3.77,Tor Books,Paperback,336,2005,1997,,2012/02/07,,,read,,,,,,,0,,,,,
155421,"Something from the Nightside (Nightside, #1)",Simon R. Green,"Green, Simon R.",,"=""0441010652""","=""9780441010653""",1,3.77,Ace,Mass Market Paperback,230,2003,2003,,2012/02/07,,,read,,,,,,,0,,,,,
944073,The Blade Itself (The First Law #1),Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",1,4.13,Gollancz,Paperback,517,2007,2006,,2012/02/07,,,read,,,,,,,0,,,,,
7171856,The Puppet Masters,Robert A. Heinlein,"Heinlein, Robert A.",,"=""143913376X""","=""9781439133767""",3,3.86,Baen,Paperback,416,2010,1951,,2011/10/15,,,read,,,,,,,0,,,,,
20417,Have Space Suit—Will Travel,Robert A. Heinlein,"Heinlein, Robert A.",,"=""1416505490""","=""9781416505495""",3,3.89,Pocket Books,Mass Market Paperback,276,2005,1958,,2011/10/15,,,read,,,,,,,0,,,,,
17208,Friday,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0345414004""","=""9780345414007""",2,3.82,Del Rey,Paperback,384,1997,1982,,2011/10/15,,,read,,,,,,,0,,,,,
7081,The Android's Dream,John Scalzi,"Scalzi, John",,"=""0765309416""","=""9780765309419""",3,3.97,Tor Books,Hardcover,396,2006,2006,,2011/10/15,,,read,,,,,,,0,,,,,
88071,The Last Colony (Old Man's War #3),John Scalzi,"Scalzi, John",,"=""0765316978""","=""9780765316974""",2,4.03,Tor Books,Hardcover,320,2007,2007,,2011/10/15,,,read,,,,,,,0,,,,,
239399,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,"Scalzi, John",,"=""0765354063""","=""9780765354068""",3,4.09,Tor Science Fiction,Mass Market Paperback,347,2007,2006,,2011/10/15,,,read,,,,,,,0,,,,,
5997978,Julian Comstock: A Story of 22nd-Century America,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0765319713""","=""9780765319715""",4,3.55,Tor Books,Hardcover,413,2009,2009,,2011/10/15,,,read,,,,,,,0,,,,,
6597651,The Windup Girl,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""1597801577""","=""9781597801577""",4,3.74,Night Shade Books,Hardcover,359,2009,2009,,2011/10/15,,,read,,,,,,,0,,,,,
206662,Air,Geoff Ryman,"Ryman, Geoff",,"=""0312261217""","=""9780312261214""",1,3.62,St. Martin's Griffin,Paperback,400,2004,2004,,2011/10/15,,,read,,,,,,,0,,,,,
6993091,The Dervish House,Ian McDonald,"McDonald, Ian",,"=""1616142049""","=""9781616142049""",4,3.84,Pyr,Hardcover,358,2010,2009,,2011/10/15,,,read,,,,,,,0,,,,,
8198773,"The Half-Made World (The Half-Made World, #1)",Felix Gilman,"Gilman, Felix",,"=""0765325527""","=""9780765325525""",3,3.74,Tor Books,Hardcover,479,2010,2010,,2011/10/15,,,read,,,,,,,0,,,,,
30281,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",Laurell K. Hamilton,"Hamilton, Laurell K.",,"=""0425197549""","=""9780425197547""",4,4.02,Berkley,Paperback,355,2004,1993,,2011/10/15,,,read,,,,,,,0,,,,,
6881498,"Secrets of the Fire Sea (Jackelian, #4)",Stephen Hunt,"Hunt, Stephen",,"=""0007289634""","=""9780007289639""",4,3.86,Harper Voyager,Hardcover,443,2010,2010,,2011/10/15,,,read,,,,,,,0,,,,,
5886162,"The Rise of the Iron Moon (Jackelian, #3)",Stephen Hunt,"Hunt, Stephen",,"=""0007232225""","=""9780007232222""",2,3.77,,Hardcover,455,2009,2009,,2011/10/15,,,read,,,,,,,0,,,,,
2971026,"The Kingdom Beyond the Waves (Jackelian, #2)",Stephen Hunt,"Hunt, Stephen",,"=""0007232209""","=""9780007232208""",4,3.74,CollinsVoyager,Paperback,506,2010,2008,,2011/10/15,,,read,,,,,,,0,,,,,
837197,"The Court of the Air (Jackelian, #1)",Stephen Hunt,"Hunt, Stephen",,"=""0007232187""","=""9780007232185""",4,3.31,HarperVoyager,Paperback,582,2007,2007,,2011/10/15,,,read,,,,,,,0,,,,,
970602,The Night Land,William Hope Hodgson,"Hodgson, William Hope",,"=""1587156040""","=""9781587156045""",4,3.66,Borgo Press,Paperback,357,2001,1912,,2011/10/15,,,read,,,,,,,0,,,,,
7038489,"Tongues of Serpents (Temeraire, #6)",Naomi Novik,"Novik, Naomi",,"=""0345496892""","=""9780345496898""",5,3.68,Del Rey,Hardcover,274,2010,2010,,2011/10/15,,,read,,,,,,,0,,,,,
891593,"Victory of Eagles (Temeraire, #5)",Naomi Novik,"Novik, Naomi",,"=""0007256752""","=""9780007256754""",5,4.01,,Paperback,352,2008,2008,,2011/10/15,,,read,,,,,,,0,,,,,
129510,"Empire of Ivory (Temeraire, #4)",Naomi Novik,"Novik, Naomi",,"=""0345496876""","=""9780345496874""",4,3.93,Del Rey,Mass Market Paperback,404,2007,2007,,2011/10/15,,,read,,,,,,,0,,,,,
91989,"Black Powder War (Temeraire, #3)",Naomi Novik,"Novik, Naomi",,"=""0345481305""","=""9780345481306""",5,3.90,Del Rey,Mass Market Paperback,365,2006,2006,,2011/10/15,,,read,,,,,,,0,,,,,
14069,"Throne of Jade (Temeraire, #2)",Naomi Novik,"Novik, Naomi",,"=""0345481291""","=""9780345481290""",4,3.89,Del Rey,Mass Market Paperback,398,2006,2006,,2011/10/15,,,read,,,,,,,0,,,,,
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,"Novik, Naomi",,"=""0345481283""","=""9780345481283""",5,4.05,Del Rey,Mass Market Paperback,353,2006,2006,,2011/10/15,,,read,,,,,,,0,,,,,
190554,Declare,Tim Powers,"Powers, Tim",,"=""0380798360""","=""9780380798360""",3,4.03,HarperTorch,Paperback,608,2002,2000,,2011/10/15,,,read,,,,,,,0,,,,,
7562764,"The Quantum Thief (Jean le Flambeur, #1)",Hannu Rajaniemi,"Rajaniemi, Hannu",,"=""0575088877""","=""9780575088870""",1,3.83,Gollancz,Hardcover,336,2010,2010,,2011/10/15,,,read,,,,,,,0,,,,,
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",4,4.57,DAW Books,Hardcover,994,2011,2011,,2011/10/15,,,read,,,,,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.55,Penguin Group DAW Hardcover,Hardcover,662,2007,2007,,2011/10/15,,,read,,,,,,,0,,,,,
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,"=""0451457811""","=""9780451457813""",5,4.02,Penguin ROC,Mass Market Paperback,322,2000,2000,,2011/10/15,,,read,,,,,,,0,,,,,
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""0765356155""","=""9780765356154""",5,3.80,Tor Books,Paperback,1006,2006,2004,,2011/10/15,fivers,fivers (#9),read,,,,,,,0,,,,,
6582496,"Finch (Ambergris, #3)",Jeff VanderMeer,"VanderMeer, Jeff",,"=""0980226015""","=""9780980226010""",2,3.96,Underland Press,Paperback,320,2009,2009,,2011/10/15,,,read,,,,,,,0,,,,,
7519231,"All Clear (All Clear, #2)",Connie Willis,"Willis, Connie",,"=""0553807676""","=""9780553807677""",4,4.05,Spectra,Hardcover,793,2010,2010,,2011/10/15,,,read,,,,,,,0,,,,,
6506307,"Blackout (All Clear, #1)",Connie Willis,"Willis, Connie",,"=""0553803190""","=""9780553803198""",4,3.82,Spectra Books,Paperback,610,2010,2010,,2011/10/15,,,read,,,,,,,0,,,,,
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,"=""0316033677""","=""9780316033671""",1,4.15,Orbit,Mass Market Paperback,645,2008,2008,,2011/10/15,,,read,,,,,,,0,,,,,
99219,"The Butlerian Jihad (Legends of Dune, #1)",Brian Herbert,"Herbert, Brian",Kevin J. Anderson,"=""0765340771""","=""9780765340771""",1,3.56,Tor Books,Mass Market Paperback,684,2003,2002,,2011/10/15,,,read,,,,,,,0,,,,,
61179,"Ringworld (Ringworld, #1)",Larry Niven,"Niven, Larry",,"=""0575077026""","=""9780575077027""",3,3.96,Gollancz,Paperback,288,2005,1970,,2011/10/15,,,read,,,,,,,0,,,,,
910863,"Spin (Spin, #1)",Robert Charles Wilson,"Wilson, Robert Charles",,"=""076534825X""","=""9780765348258""",3,4.01,Tor Science Fiction,Mass Market Paperback,458,2006,2005,,2011/10/15,,,read,,,,,,,0,,,,,
102327,Armor,John Steakley,"Steakley, John",,"=""0886773687""","=""9780886773687""",3,4.12,DAW,Mass Market Paperback,426,1984,1984,,2011/10/15,,,read,,,,,,,0,,,,,
9265453,Embassytown,China Miéville,"Miéville, China",,"=""0345524497""","=""9780345524492""",2,3.86,Del Rey,Hardcover,345,2011,2011,,2011/10/15,,,read,,,,,,,0,,,,,
68498,King Rat,China Miéville,"Miéville, China",,"=""0312890729""","=""9780312890728""",1,3.54,Tor Books,Paperback,320,2000,1998,,2011/10/15,,,read,,,,,,,0,,,,,
68495,"Iron Council (New Crobuzon, #3)",China Miéville,"Miéville, China",,"=""0345458427""","=""9780345458421""",4,3.69,Del Rey,Paperback,576,2005,2004,,2011/10/15,,,read,,,,,,,0,,,,,
4703581,The City & the City,China Miéville,"Miéville, China",,"=""0345497511""","=""9780345497512""",5,3.91,Del Rey,Hardcover,312,2009,2009,,2011/10/15,"fivers, sff","fivers (#12), sff (#6)",read,,,,,,,0,,,,,
68497,"The Scar (Bas-Lag, #2)",China Miéville,"Miéville, China",,"=""0345460014""","=""9780345460011""",3,4.15,Del Rey,Mass Market Paperback,578,2004,2002,,2011/10/15,,,read,,,,,,,0,,,,,
68494,"Perdido Street Station (Bas-Lag, #1)",China Miéville,"Miéville, China",,"=""0345459407""","=""9780345459404""",5,3.96,Ballantine Del Rey,Mass Market Paperback,623,2003,2000,,2011/10/15,fivers,fivers (#11),read,,,,,,,0,,,,,
7236997,"The Native Star (Veneficas Americana, #1)",M.K. Hobson,"Hobson, M.K.",,"=""0553592653""","=""9780553592658""",3,3.57,Spectra Books,Paperback,387,2010,2010,,2011/10/15,,,read,,,,,,,0,,,,,
587638,Gentlemen of the Road,Michael Chabon,"Chabon, Michael",Gary Gianni,"=""0345501748""","=""9780345501745""",3,3.42,Ballantine Books,Hardcover,204,2007,2007,,2011/10/15,,,read,,,,,,,0,,,,,
16703,The Yiddish Policemen's Union,Michael Chabon,"Chabon, Michael",,"=""0007149824""","=""9780007149827""",5,3.69,HarperCollins,Hardcover,414,2007,2007,,2011/10/15,fivers,fivers (#7),read,,,,,,,0,,,,,
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",5,4.17,Picador USA,Paperback,639,2001,2000,,2011/10/15,fivers,fivers (#6),read,,,,,,,0,,,,,
12016,"Look to Windward (Culture, #7)",Iain M. Banks,"Banks, Iain M.",,"=""0743421922""","=""9780743421928""",4,4.16,Pocket Books/Simon & Schuster (NY),Paperback,496,2002,2000,,2011/10/15,,,read,,,,,,,0,,,,,
886066,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494186""","=""9781841494180""",2,4.03,Orbit,Paperback,593,2008,2008,,2011/10/15,,,read,,,,,,,0,,,,,
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",3,4.26,HarperPrism,Paperback,293,1997,1988,,2011/10/15,,,read,,,,,,,0,,,,,
12007,"Use of Weapons (Culture, #3)",Iain M. Banks,"Banks, Iain M.",,"=""185723135X""","=""9781857231359""",2,4.18,Orbit,Paperback,411,1992,1990,,2011/10/15,,,read,,,,,,,0,,,,,
12009,The Algebraist,Iain M. Banks,"Banks, Iain M.",,"=""1597800449""","=""9781597800440""",5,3.99,Night Shade Books,Paperback,434,2006,2004,,2011/10/15,,,read,,,,,,,0,,,,,
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",4,4.30,Bantam,Kindle Edition,1125,2011,2011,,2011/10/15,,,read,,,,,,,0,,,,,
13497,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""055358202X""","=""9780553582024""",5,4.10,Bantam Books,Mass Market Paperback,1061,2011,2005,,2011/10/15,,,read,,,,,,,0,,,,,
62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,"Martin, George R.R.",,"=""055357342X""","=""9780553573428""",5,4.54,Bantam,Mass Market Paperback,1177,2003,2000,,2011/10/15,,,read,,,,,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",5,4.40,Bantam,Paperback,761,2002,1998,,2011/10/15,,,read,,,,,,,0,,,,,
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",4,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2011/10/15,,,read,,,,,,,0,,,,,
153008,"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,"Carey, Jacqueline",,"=""0330493744""","=""9780330493741""",5,4.05,Tor Fantasy,Paperback,1015,2003,2001,,2011/10/15,,,read,,,,,,,0,,,,,
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",4,3.85,Orbit,Paperback,471,2005,1987,,2011/10/15,,,read,,,,,,,0,,,,,
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""0385721676""","=""9780385721677""",4,4.00,Anchor,Paperback,400,2004,2003,,2011/06/14,,,read,,,,,,,0,,,,,
51964,"Old Man's War (Old Man's War, #1)",John Scalzi,"Scalzi, John",,"=""0765348276""","=""9780765348272""",5,4.23,Tor Books,Mass Market Paperback,351,2007,2005,,2011/06/14,,,read,,,,,,,0,,,,,
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0060510862""","=""9780060510862""",2,4.15,Voyager,Paperback,278,2003,1974,,2011/06/14,,,read,,,,,,,0,,,,,
827,"The Diamond Age: or, A Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",3,4.19,Spectra,Paperback,499,2000,1995,,2011/06/14,,,read,,,,,,,0,,,,,
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""0156030306""","=""9780156030304""",5,4.06,Mariner Books,Paperback,311,2005,1966,,2011/06/14,,,read,,,,,,,0,,,,,
9532,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",4,4.30,Starscape,Paperback,469,2002,1998,,2011/06/14,,,read,,,,,,,0,,,,,
414999,Childhood's End,Arthur C. Clarke,"Clarke, Arthur C.",,"=""0345347951""","=""9780345347954""",2,4.09,Del Rey,Mass Market Paperback,224,1987,1953,,2011/06/14,,,read,,,,,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441783589""","=""9780441783588""",5,3.99,Ace Book,Mass Market Paperback,335,1987,1959,,2011/06/14,,,read,,,,,,,0,,,,,
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""030734813X""","=""9780307348135""",4,3.96,Plaza y Janes,Mass Market Paperback,480,2006,1990,,2011/06/14,,,read,,,,,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",3,4.34,Scholastic Press,Hardcover,374,2008,2008,,2011/06/14,,,read,,,,,,,0,,,,,
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",3,4.04,Tor Books,Mass Market Paperback,382,1994,1986,,2011/06/14,,,read,,,,,,,0,,,,,
76778,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""0553278223""","=""9780553278224""",2,4.12,Bantam/Spectra,Mass Market Paperback,182,1984,1950,,2011/06/14,,,read,,,,,,,0,,,,,
830,Snow Crash,Neal Stephenson,"Stephenson, Neal",,"=""0553380958""","=""9780553380958""",5,4.02,Bantam Books,Paperback,470,2000,1992,,2011/06/14,sff,sff (#7),read,,,,,,,0,,,,,
22328,Neuromancer,William Gibson,"Gibson, William",,"=""0441569595""","=""9780441569595""",5,3.88,Ace Books,Mass Market Paperback,271,1984,1984,,2011/06/14,fivers,fivers (#16),read,,,,,,,0,,,,,
29579,Foundation (Foundation #1),Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.12,Bantam,Hardcover,244,2004,1951,,2011/06/14,,,read,,,,,,,0,,,,,
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0441788386""","=""9780441788385""",2,3.90,Ace,Paperback,528,1991,1961,,2011/06/14,,,read,,,,,,,0,,,,,
18131,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""0440498058""","=""9780440498056""",4,4.04,Yearling Books,Paperback,211,1973,1962,,2011/06/14,,,read,,,,,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0307347974""","=""9780307347978""",2,3.97,Plaza y Janes,Paperback,174,2006,1953,,2011/06/14,,,read,,,,,,,0,,,,,
11,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""0345391802""","=""9780345391803""",3,4.20,Del Rey Books,Mass Market Paperback,216,1995,1979,,2011/06/14,,,read,,,,,,,0,,,,,
234225,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""0340839937""","=""9780340839935""",5,4.19,Hodder & Stoughton,Paperback,604,2006,1965,,2011/06/14,,,read,,,,,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812550706""","=""9780812550702""",5,4.29,Tor,Mass Market Paperback,324,1994,1985,,2011/06/14,,,read,,,,,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.79,Back Bay Books,Paperback,277,2001,1951,,2011/06/14,,,read,,,,,,,0,,,,,
